year,site,habitat,treatment,betula_nana,deschampsia_flexuosa,empetrum_nigrum,vaccinium_myrtillus,vaccinium_uliginosum,vaccinium_vitis_idaea
1999,3,Forest,grazedcontrol,16.2016993464053,34.0446428571429,27.9837908496732,100.344671201814,2.03401360544218,19.5954648526078
1999,3,Forest,rodentexclosure,13.4355555555555,28.5089285714285,43.6444444444445,43.3922902494331,4.06802721088435,18.259410430839
1999,3,Tundra,grazedcontrol,22.919477124183,0.0,161.741176470588,0.0,36.6122448979592,29.8385487528344
1999,3,Tundra,rodentexclosure,2.76614379084967,0.0,88.5725490196078,0.0,10.5090702947845,20.4861678004535
2000,1,Forest,grazedcontrol,0.0,15.5,22.078954248366,142.041950113379,11.187074829932,20.0408163265306
2000,1,Forest,rodentexclosure,6.71777777777778,1.66071428571429,36.1992156862745,92.8866213151927,7.79705215419501,22.712925170068
2000,1,Tundra,grazedcontrol,5.13712418300653,0.0,48.0088888888889,0.0,31.1882086167801,20.0408163265306
2000,1,Tundra,rodentexclosure,5.92745098039216,0.0,84.9783006535945,0.0,6.10204081632653,17.8140589569161
2000,2,Forest,grazedcontrol,0.0,12.1785714285715,35.4290196078431,24.7471655328798,108.141723356009,22.2675736961452
2000,2,Forest,rodentexclosure,1.18549019607843,9.68750000000003,79.3301960784314,69.156462585034,10.5090702947845,36.964172335601
2000,2,Tundra,grazedcontrol,18.2565490196078,0.0,90.1129411764706,0.0,3.39002267573696,36.518820861678
2000,2,Tundra,rodentexclosure,9.87908496732026,0.0,65.9801307189543,0.0,49.1553287981859,22.2675736961452
2000,3,Forest,grazedcontrol,13.0403921568627,29.3392857142857,28.7539869281045,128.481859410431,2.37301587301587,16.9233560090703
2000,3,Forest,rodentexclosure,17.3871895424837,19.375,42.1040522875817,36.2732426303855,3.05102040816327,10.6884353741497
2000,3,Tundra,grazedcontrol,5.69035294117647,0.0,138.89202614379101,0.0,38.6462585034014,26.2757369614513
2000,3,Tundra,rodentexclosure,10.6694117647059,0.0,94.7341176470588,0.0,13.8990929705216,25.8303854875283
2001,1,Forest,grazedcontrol,0.0,19.0982142857143,23.1058823529412,129.159863945578,9.49206349206349,28.9478458049887
2001,1,Forest,rodentexclosure,7.5081045751634,3.32142857142857,39.7934640522876,100.344671201814,7.79705215419501,32.9560090702948
2001,1,Tundra,grazedcontrol,5.53228758169935,0.0,46.2117647058824,0.0,25.7641723356009,14.2512471655329
2001,1,Tundra,rodentexclosure,7.90326797385621,0.0,99.0985620915035,0.0,4.40702947845805,19.5954648526078
2001,2,Forest,grazedcontrol,0.0,11.625,46.4684967320261,121.02380952381,115.260770975056,26.7210884353742
2001,2,Forest,rodentexclosure,3.55647058823529,8.02678571428572,102.179346405229,67.8004535147393,8.4750566893424,42.7537414965986
2001,2,Tundra,grazedcontrol,20.1533333333333,0.0,72.1416993464053,0.0,9.1530612244898,38.7455782312925
2001,2,Tundra,rodentexclosure,14.6210457516339,0.0,71.6282352941176,0.0,55.5963718820862,26.2757369614513
2001,3,Forest,grazedcontrol,17.7823529411765,17.4375,42.7458823529412,140.855442176871,13.2210884353741,16.0326530612245
2001,3,Forest,rodentexclosure,26.0807843137255,27.4017857142857,55.1973856209151,48.8163265306122,4.74603174603175,22.712925170068
2001,3,Tundra,grazedcontrol,18.9678431372549,0.0,195.373071895425,0.0,35.9342403628118,31.1746031746031
2001,3,Tundra,rodentexclosure,15.4113725490196,0.0,118.610196078431,0.0,19.3231292517007,40.5269841269841
2002,1,Forest,grazedcontrol,0.0,8.58035714285712,17.4577777777778,117.972789115646,5.08503401360544,18.7047619047619
2002,1,Forest,rodentexclosure,7.5081045751634,4.42857142857143,43.9011764705882,92.2086167800454,11.8650793650794,43.1990929705215
2002,1,Tundra,grazedcontrol,8.69359477124183,0.0,42.1040522875817,0.0,17.6281179138322,10.2430839002268
2002,1,Tundra,rodentexclosure,8.69359477124183,0.0,109.624575163398,0.0,5.08503401360544,24.4943310657596
2002,2,Forest,grazedcontrol,0.0,9.68750000000003,28.4972549019608,23.391156462585,78.9875283446712,20.9315192743765
2002,2,Forest,rodentexclosure,4.34679738562092,9.41071428571426,133.757385620915,83.7335600907029,6.44104308390022,51.2154195011337
2002,2,Tundra,grazedcontrol,20.1533333333333,0.0,80.6138562091506,0.0,8.8140589569161,36.964172335601
2002,2,Tundra,rodentexclosure,18.1775163398692,0.0,74.7090196078431,0.678004535147393,59.6643990929706,32.065306122449
2002,3,Forest,grazedcontrol,15.4113725490196,18.8214285714286,28.4972549019608,109.836734693878,0.678004535147393,16.4780045351473
2002,3,Forest,rodentexclosure,27.6614379084967,32.1071428571429,70.3445751633987,58.6473922902495,6.78004535147393,32.5106575963718
2002,3,Tundra,grazedcontrol,7.11294117647059,0.0,134.270849673202,1.35600907029478,34.578231292517,27.61179138322
2002,3,Tundra,rodentexclosure,16.9920261437908,0.0,135.297777777778,0.0,24.4081632653061,54.3328798185942
2003,1,Forest,grazedcontrol,0.0,11.625,25.4164705882353,117.972789115646,5.08503401360544,22.712925170068
2003,1,Forest,rodentexclosure,7.5081045751634,6.64285714285714,43.9011764705882,88.4795918367347,11.8650793650794,45.4258503401361
2003,1,Tundra,grazedcontrol,9.48392156862745,0.0,62.3858823529412,0.0,24.4081632653061,12.0244897959184
2003,1,Tundra,rodentexclosure,8.29843137254902,0.0,122.461176470588,0.0,4.06802721088435,30.7292517006803
2003,2,Forest,grazedcontrol,0.0,19.0982142857143,31.5780392156863,60.0034013605442,92.547619047619,30.7292517006803
2003,2,Forest,rodentexclosure,10.6694117647059,11.625,159.430588235294,81.3605442176871,6.10204081632653,56.1142857142857
2003,2,Tundra,grazedcontrol,30.8227450980392,0.0,86.2619607843137,0.0,17.2891156462585,38.7455782312925
2003,2,Tundra,rodentexclosure,22.5243137254902,0.0,91.6533333333333,0.0,56.9523809523809,37.4095238095238
2003,3,Forest,grazedcontrol,18.9678431372549,35.7053571428571,36.9694117647059,115.938775510204,0.678004535147393,28.0571428571429
2003,3,Forest,rodentexclosure,32.0082352941176,35.7053571428571,95.5043137254902,53.9013605442177,5.08503401360544,36.0734693877551
2003,3,Tundra,grazedcontrol,13.0403921568627,0.0,144.026666666667,4.06802721088435,34.578231292517,37.4095238095238
2003,3,Tundra,rodentexclosure,28.4517647058824,0.0,149.418039215686,0.0,21.3571428571429,45.4258503401361
2004,1,Forest,grazedcontrol,0.0,10.7946428571429,17.4577777777778,123.057823129252,7.11904761904762,25.3850340136054
2004,1,Forest,rodentexclosure,8.29843137254902,9.13392857142857,54.6839215686275,69.156462585034,9.1530612244898,32.065306122449
2004,1,Tundra,grazedcontrol,10.6694117647059,0.0,50.0627450980392,0.0,29.4931972789116,14.6965986394558
2004,1,Tundra,rodentexclosure,9.48392156862745,0.0,108.597647058824,0.0,4.06802721088435,18.7047619047619
2004,2,Forest,grazedcontrol,0.0,17.4375,39.28,28.4761904761905,95.5986394557823,24.0489795918367
2004,2,Forest,rodentexclosure,5.92745098039216,24.0803571428571,117.069803921569,73.2244897959184,3.05102040816327,29.3931972789116
2004,2,Tundra,grazedcontrol,32.0082352941176,0.0,109.367843137255,0.0,19.3231292517007,38.7455782312925
2004,2,Tundra,rodentexclosure,20.1533333333333,0.0,64.6964705882353,0.0,51.8673469387755,25.3850340136054
2004,3,Forest,grazedcontrol,27.2662745098039,28.2321428571429,39.28,143.397959183673,5.08503401360544,26.7210884353742
2004,3,Forest,rodentexclosure,28.4517647058824,72.2410714285714,62.3858823529412,48.8163265306122,4.06802721088435,32.065306122449
2004,3,Tundra,grazedcontrol,13.0403921568627,0.0,147.107450980392,7.11904761904762,43.7312925170068,34.7374149659864
2004,3,Tundra,rodentexclosure,20.1533333333333,0.0,137.865098039216,0.0,20.3401360544218,54.778231292517
2005,1,Forest,grazedcontrol,0.0,15.7767857142857,30.0376470588235,56.9523809523809,4.06802721088435,20.0408163265306
2005,1,Forest,rodentexclosure,13.0403921568627,9.13392857142857,154.809411764706,95.5986394557823,11.187074829932,54.778231292517
2005,1,Tundra,grazedcontrol,13.0403921568627,0.0,47.7521568627451,0.0,24.4081632653061,10.6884353741497
2005,1,Tundra,rodentexclosure,14.2258823529412,0.0,139.405490196078,0.0,4.06802721088435,30.7292517006803
2005,2,Forest,grazedcontrol,0.0,43.1785714285714,49.2925490196078,21.3571428571429,82.3775510204082,21.3768707482993
2005,2,Forest,rodentexclosure,10.6694117647059,14.1160714285714,128.622745098039,85.4285714285714,5.08503401360544,52.1061224489796
2005,2,Tundra,grazedcontrol,30.8227450980392,0.0,90.1129411764706,0.0,8.13605442176871,37.4095238095238
2005,2,Tundra,rodentexclosure,26.0807843137255,0.0,80.1003921568627,1.01700680272109,56.9523809523809,36.0734693877551
2005,3,Forest,grazedcontrol,10.6694117647059,56.4642857142857,43.1309803921569,70.1734693877551,2.03401360544218,16.4780045351473
2005,3,Forest,rodentexclosure,32.0082352941176,54.8035714285714,77.7898039215686,57.969387755102,8.13605442176871,36.0734693877551
2005,3,Tundra,grazedcontrol,20.1533333333333,0.0,149.418039215686,1.01700680272109,41.6972789115646,27.61179138322
2005,3,Tundra,rodentexclosure,30.23,0.0,153.269019607843,0.0,20.3401360544218,60.1224489795918
2006,1,Forest,grazedcontrol,0.0,22.4196428571429,31.5780392156863,41.6972789115646,8.13605442176871,18.7047619047619
2006,1,Forest,rodentexclosure,13.0403921568627,7.47321428571429,162.51137254902,92.2086167800454,10.1700680272109,62.7945578231293
2006,1,Tundra,grazedcontrol,13.0403921568627,0.0,49.2925490196078,0.0,29.4931972789116,17.3687074829932
2006,1,Tundra,rodentexclosure,16.596862745098,0.0,146.337254901961,0.0,4.06802721088435,52.1061224489796
2006,2,Forest,grazedcontrol,0.0,25.7410714285714,50.8329411764706,21.3571428571429,85.4285714285714,25.3850340136054
2006,2,Forest,rodentexclosure,13.0403921568627,14.1160714285714,137.094901960784,75.2585034013605,8.13605442176871,49.4340136054422
2006,2,Tundra,grazedcontrol,37.9356862745098,0.0,91.6533333333333,0.0,13.2210884353741,36.0734693877551
2006,2,Tundra,rodentexclosure,27.2662745098039,0.0,85.4917647058823,0.678004535147393,57.969387755102,34.7374149659864
2006,3,Forest,grazedcontrol,29.6372549019608,30.7232142857143,71.6282352941176,88.4795918367347,7.11904761904762,28.0571428571429
2006,3,Forest,rodentexclosure,32.0082352941176,46.5,86.2619607843137,61.0204081632653,4.06802721088435,44.0897959183674
2006,3,Tundra,grazedcontrol,17.7823529411765,0.0,147.107450980392,3.05102040816327,45.765306122449,42.7537414965986
2006,3,Tundra,rodentexclosure,32.0082352941176,0.0,160.970980392157,0.0,22.3741496598639,45.4258503401361
2007,1,Forest,grazedcontrol,0.0,23.5267857142857,43.6444444444445,76.6145124716553,10.5090702947845,53.4421768707483
2007,1,Forest,rodentexclosure,27.8590196078431,9.96428571428572,51.603137254902,106.785714285714,7.11904761904762,33.4013605442177
2007,1,Tundra,grazedcontrol,8.89117647058825,0.0,29.0107189542484,0.0,28.8151927437641,31.1746031746031
2007,1,Tundra,rodentexclosure,23.7098039215686,0.0,136.067973856209,0.0,7.45804988662131,27.61179138322
2007,2,Forest,grazedcontrol,0.0,13.8392857142857,75.2224836601307,12.8820861678005,93.9036281179138,28.5024943310657
2007,2,Forest,rodentexclosure,0.0,9.68750000000003,191.522091503268,69.4954648526077,3.39002267573696,37.4095238095238
2007,2,Tundra,grazedcontrol,50.620431372549,0.0,107.313986928104,0.0,0.0,0.0
2007,2,Tundra,rodentexclosure,41.4921568627451,0.0,106.543790849673,0.0,59.3253968253968,62.3492063492064
2007,3,Forest,grazedcontrol,31.6130718954249,57.0178571428572,31.0645751633987,83.0555555555556,0.0,28.0571428571429
2007,3,Forest,rodentexclosure,30.8227450980392,19.9285714285714,123.23137254902,53.562358276644,6.78004535147393,100.204081632653
2007,3,Tundra,grazedcontrol,21.7339869281046,0.0,165.848888888889,0.0,45.765306122449,28.9478458049887
2007,3,Tundra,rodentexclosure,11.8549019607843,0.0,151.471895424837,0.0,16.6111111111111,48.9886621315193
2008,1,Forest,grazedcontrol,0.0,23.5267857142857,31.5780392156863,47.7993197278912,8.13605442176871,53.4421768707483
2008,1,Forest,rodentexclosure,27.8590196078431,9.96428571428572,39.28,92.547619047619,7.11904761904762,32.065306122449
2008,1,Tundra,grazedcontrol,7.1129411764706,0.0,54.6839215686275,0.0,24.4081632653061,31.1746031746031
2008,1,Tundra,rodentexclosure,24.8952941176471,0.0,101.665882352941,0.0,7.11904761904762,26.7210884353742
2008,2,Forest,grazedcontrol,0.0,13.8392857142857,64.6964705882353,11.187074829932,62.0374149659864,28.5024943310657
2008,2,Forest,rodentexclosure,0.0,9.13392857142857,170.983529411765,72.2074829931973,2.03401360544218,36.0734693877551
2008,2,Tundra,grazedcontrol,24.3025490196078,0.0,100.89568627451,0.0,0.0,0.0
2008,2,Tundra,rodentexclosure,42.6776470588235,0.0,108.597647058824,0.0,51.8673469387755,61.4585034013606
2008,3,Forest,grazedcontrol,36.7501960784314,54.8035714285714,25.4164705882353,56.9523809523809,0.0,28.0571428571429
2008,3,Forest,rodentexclosure,32.6009803921568,19.0982142857143,93.1937254901961,53.9013605442177,4.06802721088435,98.8680272108844
2008,3,Tundra,grazedcontrol,23.7098039215686,0.0,144.026666666667,0.0,83.3945578231293,38.7455782312925
2008,3,Tundra,rodentexclosure,8.29843137254902,0.0,150.958431372549,0.0,15.2551020408163,46.7619047619048
2009,1,Forest,grazedcontrol,0.0,18.2678571428571,39.28,57.969387755102,13.2210884353741,37.4095238095238
2009,1,Forest,rodentexclosure,30.23,9.96428571428572,59.3050980392157,106.785714285714,7.11904761904762,36.0734693877551
2009,1,Tundra,grazedcontrol,6.52019607843135,0.0,54.6839215686275,0.0,25.4251700680272,36.0734693877551
2009,1,Tundra,rodentexclosure,33.1937254901961,0.0,118.610196078431,0.0,7.45804988662131,32.065306122449
2009,2,Forest,grazedcontrol,0.0,13.2857142857143,70.0878431372549,11.187074829932,61.0204081632653,30.7292517006803
2009,2,Forest,rodentexclosure,1.18549019607843,9.68750000000003,214.114509803922,75.2585034013605,3.39002267573696,42.7537414965986
2009,2,Tundra,grazedcontrol,38.528431372549,0.0,93.1937254901961,0.0,0.0,0.0
2009,2,Tundra,rodentexclosure,43.863137254902,0.0,139.405490196078,0.0,59.3253968253968,78.8272108843537
2009,3,Forest,grazedcontrol,24.8952941176471,43.1785714285714,23.8760784313725,81.3605442176871,4.06802721088435,28.0571428571429
2009,3,Forest,rodentexclosure,34.9719607843137,19.9285714285714,112.44862745098,69.156462585034,6.78004535147393,101.540136054422
2009,3,Tundra,grazedcontrol,20.7460784313725,0.0,164.051764705882,0.0,87.4625850340136,50.7700680272109
2009,3,Tundra,rodentexclosure,24.8952941176471,0.0,151.72862745098,0.0,16.6111111111111,50.7700680272109
2010,1,Forest,grazedcontrol,0.0,15.7767857142857,42.3607843137255,76.6145124716553,14.2380952380952,49.4340136054422
2010,1,Forest,rodentexclosure,32.0082352941176,12.4553571428571,59.3050980392157,106.785714285714,7.11904761904762,41.4176870748299
2010,1,Tundra,grazedcontrol,8.298431372549,0.0,59.3050980392157,0.0,25.4251700680272,33.4013605442177
2010,1,Tundra,rodentexclosure,33.1937254901961,0.0,118.610196078431,0.0,9.1530612244898,36.0734693877551
2010,2,Forest,grazedcontrol,0.0,10.7946428571429,77.7898039215686,11.187074829932,60.0034013605442,32.065306122449
2010,2,Forest,rodentexclosure,0.0,11.625,213.34431372549,83.3945578231293,8.13605442176871,45.4258503401361
2010,2,Tundra,grazedcontrol,39.7139215686274,0.0,93.1937254901961,0.0,0.0,9.35238095238095
2010,2,Tundra,rodentexclosure,45.0486274509804,0.0,144.026666666667,0.0,65.0884353741497,68.1387755102041
2010,3,Forest,grazedcontrol,28.4517647058824,37.3660714285714,70.8580392156863,75.2585034013605,3.05102040816327,37.4095238095238
2010,3,Forest,rodentexclosure,33.7864705882353,22.4196428571429,114.759215686275,60.0034013605442,11.187074829932,102.87619047619
2010,3,Tundra,grazedcontrol,17.1896078431373,0.0,108.597647058824,0.0,93.5646258503401,36.0734693877551
2010,3,Tundra,rodentexclosure,15.4113725490196,0.0,153.269019607843,0.0,15.2551020408163,61.4585034013606
2011,1,Forest,grazedcontrol,0.0,19.9285714285714,39.28,72.2074829931973,11.187074829932,41.4176870748299
2011,1,Forest,rodentexclosure,30.23,10.7946428571429,71.5780392156863,102.71768707483,11.187074829932,42.7537414965986
2011,1,Tundra,grazedcontrol,6.52019607843135,0.0,55.4541176470588,0.0,21.3571428571429,38.7455782312925
2011,1,Tundra,rodentexclosure,27.2662745098039,0.0,128.597647058824,0.0,11.187074829932,41.4176870748299
2011,2,Forest,grazedcontrol,0.0,17.4375,80.1003921568627,16.2721088435374,62.0374149659864,38.7455782312925
2011,2,Forest,rodentexclosure,0.0,13.2857142857143,202.51137254902,82.3775510204082,12.2040816326531,41.4176870748299
2011,2,Tundra,grazedcontrol,36.7501960784314,0.0,82.4109803921569,0.0,0.0,5.34421768707483
2011,2,Tundra,rodentexclosure,36.7501960784314,0.0,144.014117647059,0.0,41.6972789115646,73.4829931972789
2011,3,Forest,grazedcontrol,24.8952941176471,39.8571428571429,62.3858823529412,15.0884353741497,7.11904761904762,28.0571428571429
2011,3,Forest,rodentexclosure,30.23,14.9464285714286,123.989019607843,65.0884353741497,14.2380952380952,94.8598639455782
2011,3,Tundra,grazedcontrol,20.1533333333334,0.0,25.5043137254902,0.0,32.3775510204082,10.7292517006803
2011,3,Tundra,rodentexclosure,20.1533333333333,0.0,159.405490196078,0.0,11.187074829932,68.1387755102041
2012,1,Forest,grazedcontrol,1.8138,9.7672,7.856,29.9,1.196,33.7808
2012,1,Forest,rodentexclosure,12.092,12.1248,29.0672,11.362,1.196,26.7104
2012,1,Tundra,grazedcontrol,6.6506,0.3368,53.4208,0.0,20.332,12.5696
2012,1,Tundra,rodentexclosure,16.3242,0.0,138.2656,0.0,3.588,35.352
2012,2,Forest,grazedcontrol,0.0,7.7464,14.1408,1.794,8.372,15.712
2012,2,Forest,rodentexclosure,0.0,9.7672,6.2848,0.598,0.0,7.0704
2012,2,Tundra,grazedcontrol,10.2782,0.0,42.4224,0.0,3.588,22.7824
2012,2,Tundra,rodentexclosure,24.184,0.0,103.6992,0.0,60.398,40.0656
2012,3,Forest,grazedcontrol,4.2322,52.5408,57.3488,15.548,23.322,21.9968
2012,3,Forest,rodentexclosure,12.6966,18.8608,77.7744,77.74,2.99,32.9952
2012,3,Tundra,grazedcontrol,31.4392,0.0,70.704,0.0,41.86,21.9968
2012,3,Tundra,rodentexclosure,45.9496,0.0,184.616,0.0,25.714,54.992
